STT,Tieu de,Gia (VND),Gia/m2 (trieu),Dien tich,Dia chi,Quan/Huyen,Thanh pho,Vi do,Kinh do,Loai BDS,Loai can ho,Phong ngu,Nha ve sinh,So tang,Huong,Noi that,Phap ly,Tien coc,Loai phi,So anh,Nguoi dang,Phong tot,Diem danh gia,Ngay dang,URL,Thoi gian crawl
1567,"Cho Thuê Biệt Thự Nam Thông PMH Q7 - 450m2, 5PN, Đường 20m",70000000,0.15555556,450 m²,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.73019,106.70033,Nhà ở,,5,4,5,,,,,[],12,Thuỷ Trần,,,2026-08-31 09:55:18,https://nha.chotot.com/tin/178484863,2026-09-17T07:31:41.482090
1568,Cần cho thuê nhà góc 2 Mặt Tiền 84A Phổ Quang P.2 Q.Tân Bình,30000000,0.3030303,99 m²,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Tp Hồ Chí Minh,10.806851,106.668365,Nhà ở,,5,5,4,,,1.0,60000000.0,[],6,Anh Thanh,,,2026-09-17 14:29:37,https://nha.chotot.com/tin/178839329,2026-09-17T07:31:41.482255
1569,Bán nhà lầu đúc kiên cố hẻm xe hơi rộng đường Dương Bá Trạc P1 Q8 ,11800000000,245.83333,48 m²,"Phường 1, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.74418,106.69049,Nhà ở,,4,4,4,Nam,2.0,1.0,,[],3,Nguyễn Thìn ,,4.4,2026-09-17 14:29:34,https://nha.chotot.com/tin/178839333,2026-09-17T07:31:41.482420
1570,"Bán nhà riêng 4mx18,3m",12300000000,169.65517,72.5 m²,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.796407,106.63215,Nhà ở,,1,,,,,,,[],3,Nguyễn Võ Châu Phát,,,2026-09-16 14:28:21,https://nha.chotot.com/tin/178817793,2026-09-17T07:31:41.482631
1571,cho thuê,25000000,0.41666666,60 m²,"Phường 8, Quận 5, Tp Hồ Chí Minh",Quận 5,Tp Hồ Chí Minh,10.756033,106.671135,Nhà ở,,4,5,3,Đông,3.0,1.0,50000000.0,[],3,Phạm Ánh Lan,,5.0,2026-09-17 12:38:51,https://nha.chotot.com/tin/178836750,2026-09-17T07:31:41.482820
1572,cho thuê nhà 2 tầng đường phan thanh sát đại học duy tân,11000000,0.22,50 m²,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Đà Nẵng,16.063013,108.208755,Nhà ở,,3,3,2,,1.0,,,[],10,Đại tuấn,,,2026-09-17 14:29:11,https://nha.chotot.com/tin/178839312,2026-09-17T07:31:41.482982
1573,Nhà riêng ngõ 31 phố mai động gần đền lừ dt40m2x4t giá 10tr,10000000,0.25,40 m²,"Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Hà Nội,20.988625,105.86115,Nhà ở,,4,3,4,Đông,2.0,1.0,10000000.0,[],6,phạm minh chính,,,2026-09-10 10:59:00,https://nha.chotot.com/tin/178378145,2026-09-17T07:31:41.483146
1574,bán nhà mặt tiền kinh doanh đường Trương Vĩnh Nguyên,5600000000,19.928825,281 m²,"Phường Phú Thứ, Quận Cái Răng, Cần Thơ",Quận Cái Răng,Cần Thơ,9.982768,105.78676,Nhà ở,,1,2,1,Đông Bắc,3.0,1.0,,[],5,Nguyen Tien Tai,,,2026-09-16 14:28:22,https://nha.chotot.com/tin/178149394,2026-09-17T07:31:41.483309
1575,"Bán biệt thự 2 lầu áp mái P. Thạnh Mỹ Tây, TP.HCM giá 43 tỷ",43000000000,511.90475,84 m²,"Phường 12, Quận 3, Tp Hồ Chí Minh",Quận 3,Tp Hồ Chí Minh,10.789393,106.675064,Nhà ở,,1,,,,,,,[],3,vũ thành,,,2026-09-17 14:28:31,https://nha.chotot.com/tin/178839248,2026-09-17T07:31:41.483657
1576,"Bán gấp nhà 1 lầu, sân thượng, 76m2, hẻm 5m vị trí hẻm 477/ Mã Lò",6950000000,91.447365,76 m²,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Tp Hồ Chí Minh,10.7823,106.59924,Nhà ở,,2,,2,,,,,[],3, Vương Nguyễn,,5.0,2026-09-17 14:28:31,https://nha.chotot.com/tin/178839292,2026-09-17T07:31:41.483947
1577,"Bán nhà mới khu đường bàn cờ thông 6m Đường Số 28, 4,5x15m, lửng,3 lầu",9500000000,158.33333,60 m²,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Tp Hồ Chí Minh,10.838439,106.6817,Nhà ở,,4,5,4,,,1.0,,[],8,TRUONG TAM,,,2026-09-17 14:28:04,https://nha.chotot.com/tin/175260106,2026-09-17T07:31:41.484238
1578,Gần Trường Lý Tự Trọng GV - Hẻm Ôtô - Nhà mới xây 4 Tầng 4PN - KQH KLG,6680000000,151.81818,44 m²,"Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Tp Hồ Chí Minh,10.847257,106.669334,Nhà ở,,4,4,4,,,1.0,,[],12,Lý Ngọc Thanh,,,2026-09-13 13:07:56,https://nha.chotot.com/tin/178748929,2026-09-17T07:31:41.484411
1579,"NHÀ MỚI ĐẸP, HẺM TẢI 1T2L 4PN NGAY PHẠM VĂN ĐỒNG",14000000,0.23333333,60 m²,"Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.852818,106.75241,Nhà ở,,4,3,,,,,28000000.0,[],9,NHẤT NHÀ ĐẤT,,5.0,2026-09-11 11:23:04,https://nha.chotot.com/tin/178707503,2026-09-17T07:31:41.484609
1580,🏠 CHO THUÊ NHÀ NGUYÊN CĂN LÀM VĂN PHÒNG – THỦ ĐỨC,18000000,0.12,150 m²,"Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.831532,106.757996,Nhà ở,,4,,,,,,,[],3,Đăng Quang Rental,,,2026-09-17 14:27:44,https://nha.chotot.com/tin/178478419,2026-09-17T07:31:41.484791
1581,"HIẾM!!!! - Hẻm Sư Vạn Hạnh, P12, Q.10 - 5x20m, 4 Tầng, 400m2",38000000,0.38,100 m²,"Phường 12, Quận 10, Tp Hồ Chí Minh",Quận 10,Tp Hồ Chí Minh,10.775027,106.667755,Đất,,,,4,,,,,[],9,Ngô Thanh Hùng,,,2026-09-17 14:30:13,https://nha.chotot.com/tin/178839362,2026-09-17T07:31:42.502761
1582,CHO THUÊ HẺM NGUYỄN VĂN TRỖI TÂN BÌNH | 12x15m siêu rộng,58000000,0.58,100 m²,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Tp Hồ Chí Minh,10.798557,106.67042,Đất,,,,,,,,116000000.0,[],8,Dung tr,,,2026-09-17 14:29:35,https://nha.chotot.com/tin/178839347,2026-09-17T07:31:42.503064
1583,"Cho thuê nhà phố 5 tầng có thang máy, rèm đường D9",45000000,0.53571427,84 m²,"Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.84805,106.83874,Đất,,,,5,,3.0,1.0,,[],4,DUY HOMES,,,2026-09-09 09:41:13,https://nha.chotot.com/tin/178661906,2026-09-17T07:31:42.503259
1584,"Cho thuê vp phố nguyên hồng,đống đa,dt 68m2,giá 13tr/tháng",13000000,0.19117647,68 m²,"Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,21.015743,105.80971,Đất,,,,8,,1.0,1.0,,[],5,Đào Thành Lân,,,2026-09-17 14:27:34,https://nha.chotot.com/tin/178839277,2026-09-17T07:31:42.503437
1585,🔥 CHO THUÊ BIỆT THỰ SÂN VƯỜN NGUYỄN VĂN TRỖI – NGANG 12M – GIÁ 59TR/TH,59000000,0.118,500 m²,"Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.798557,106.67042,Đất,,,,,,,,150000000.0,[],7,Kiều Hằng,,,2026-09-17 14:27:01,https://nha.chotot.com/tin/178839254,2026-09-17T07:31:42.503690
1586,Cho thuê kho 1200m QL1A Tam Bình chỉ 75k,90000000,0.075,1200 m²,"Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.871881,106.739655,Đất,,,,,,,,3.0,[],3,Anhthe,,4.0,2026-09-14 18:07:53,https://nha.chotot.com/tin/178775394,2026-09-17T07:31:42.503911
1587,BIỆT THỰ SÂN VƯỜN KHU TỔ HỢP F&B VÀ ĐA NGÀNH NGHỀ TRUNG TÂM QUẬN 3 ,115000000,0.34848484,330 m²,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",Quận 3,Tp Hồ Chí Minh,10.788824,106.690765,Đất,,,,,,,,,[],9,Yến Ngọc,,,2026-09-17 14:25:23,https://nha.chotot.com/tin/178839200,2026-09-17T07:31:42.504209
1588,🍑Đoạn Đẹp NGUYỄN GIA TRÍ - 4x25m (Trệt 2 Lầu)🍑,65000000,0.21666667,300 m²,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.810227,106.71722,Đất,,,,,,,,,[],6,Nhà Phố Cho Thuê,,,2026-09-17 14:24:57,https://nha.chotot.com/tin/175622468,2026-09-17T07:31:42.504395
1589,"🌟10x15m - TRẦN QUỐC TOẢN, Quận 3🌟 Trệt 2 Lầu",60000000,0.13333334,450 m²,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",Quận 3,Tp Hồ Chí Minh,10.78659,106.68779,Đất,,,,,,,,,[],4,Nhà Phố Cho Thuê,,,2026-09-17 14:24:26,https://nha.chotot.com/tin/175903201,2026-09-17T07:31:42.504656
1590,cho thuê 100m văn phòng giá 30 tr,30000000,0.3,100 m²,"Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79159,106.73052,Đất,,,,,,,,60000000.0,[],3,Nguyễn Văn Hậu,,,2026-09-05 13:44:09,https://nha.chotot.com/tin/178581677,2026-09-17T07:31:42.504897
1591,CHO THUÊ TÒA NHÀ VĂN PHÒNG NGUYỄN VĂN TRỖI NGAY NGÃ TƯ PHÚ NHUẬN,130000000,0.096296296,1350 m²,"Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.798557,106.67042,Đất,,,,,,,,,[],3,Anh Đào,,,2026-09-12 11:08:02,https://nha.chotot.com/tin/178727010,2026-09-17T07:31:42.505074
1592,Mặt bằng đẹp Hồ Văn Huê 30m2,7490000,0.24966666,30 m²,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.80251,106.67629,Đất,,,,,,,,7490000.0,[],7,NGUYỄN THỊ ANH THƯ,,,2026-09-06 15:25:13,https://nha.chotot.com/tin/178603931,2026-09-17T07:31:42.505250
1593,"🇻🇳SHOPHOUSE 3 TẦNG MẶT TIỀN MÊ LINH | GẦN ORI, KCN HÒA KHÁNH",14000000,0.11666667,120 m²,"Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",Quận Liên Chiểu,Đà Nẵng,16.09171,108.12595,Đất,,04,,3,,,,,[],10,Ngô Văn Cảnh,,4.4,2026-09-17 14:22:04,https://nha.chotot.com/tin/178839109,2026-09-17T07:31:42.505419
1594,🔥 HẺM XE HƠI  HUỲNH VĂN BÁNH – PHÚ NHUẬN | 4PN – 4WC | CHỈ 2x,23000000,0.23,100 m²,"Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.791831,106.671616,Đất,,4,,,,,,46000000.0,[],6,Dung tr,,,2026-09-17 14:21:51,https://nha.chotot.com/tin/178839122,2026-09-17T07:31:42.505599
1595,"Măt tiền Nguyễn Cư Trinh, Quận 1 (Ngang 17m)",90000000,0.45,200 m²,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.763458,106.68884,Đất,,,,,,,,,[],5,Nhà Phố Cho Thuê,,,2026-09-17 14:21:14,https://nha.chotot.com/tin/178280784,2026-09-17T07:31:42.505775
1596,"🔥GÓC 2MT - NGUYỄN TRÃI, Bến Thành, Q1🔥400m2 sử dụng",150000000,0.375,400 m²,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.771166,106.68731,Đất,,,,,,,,,[],4,Nhà Phố Cho Thuê,,,2026-09-17 14:20:35,https://nha.chotot.com/tin/175556911,2026-09-17T07:31:42.506022
1597,CHO THUÊ TÒA NHÀ 2 MẶT TIỀN VÕ VĂN NGÂN DT 12M X 36M TP THỦ ĐỨC,100000000,0.07692308,1300 m²,"Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.850573,106.76223,Đất,,,,,,,1.0,,[],3,Oanh Home,,,2026-09-17 14:20:21,https://nha.chotot.com/tin/178262159,2026-09-17T07:31:42.506338
1598,"🔥 CHO THUÊ TẦNG 7 160m2 – 104A XUÂN THUỶ, THẢO ĐIỀN, Q2 🔥",50000000,0.3125,160 m²,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.803889,106.73543,Đất,,,,,,,,150000000.0,[],8,Kiều Hằng,,,2026-09-17 14:18:58,https://nha.chotot.com/tin/178839027,2026-09-17T07:31:42.506529
1599,Cho thuê  Shophouse Panorama Phú Mỹ Hưng 2 tầng 50tr/th,50000000,0.35460994,141 m²,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.72168,106.71284,Đất,,,,2,Tây Nam,,1.0,,[],7,Dân,,,2026-09-17 14:18:55,https://nha.chotot.com/tin/177011854,2026-09-17T07:31:42.506704
1600,Kho trống VIEW SÔNG 235/50A Đặng Thùy Trâm. DT 8X20M.,20000000,0.125,160 m²,"Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.824377,106.70332,Đất,,,,,,2.0,1.0,,[],3,Anh Dũng,,4.0,2026-09-17 14:17:42,https://nha.chotot.com/tin/167862234,2026-09-17T07:31:42.506894
1601,CHO THUÊ NHÀ ĐƯỜNG QUỐC HƯƠNG GIÁ 27 TRIỆU ,27000000,0.36,75 m²,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.807138,106.73095,Nhà ở,,2,2,2,,,,,[],6,Phương,,,2026-09-17 14:31:17,https://nha.chotot.com/tin/178839383,2026-09-17T07:31:44.233009
1602,"CHO THUÊ NHÀ  PHẠM QUÝ THÍCH   P.PHÚ THỌ HOÀ, TÂN PHÚ   📐 Diện tích: 4",10500000,0.125,84 m²,"Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.789263,106.62116,Nhà ở,,1,1,,,,,,[],3,Thu,,4.0,2026-09-17 14:31:09,https://nha.chotot.com/tin/178839386,2026-09-17T07:31:44.233306
1603,Gia đình có việc cần chuyển nhượng căn hộ gần Depot Tham Lương 2PN,3500000000,57.37705,61 m²,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.82442,106.62025,Căn hộ/Chung cư,1.0,2,1,,,3.0,6.0,,[],5,Đơn Phương,,,2026-09-10 10:12:16,https://nha.chotot.com/tin/178684712,2026-09-17T07:31:44.233530
1604,"CHO THUÊ NHÀ NGUYÊN CĂN – PHƯỜNG LINH TÂY, TP. THỦ ĐỨC  📍 Địa chỉ: 145",10000000,0.14285715,70 m²,"Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.86056,106.756256,Nhà ở,,2,,,,,,,[],6,Đăng Quang Rental,,,2026-09-17 14:31:05,https://nha.chotot.com/tin/178839388,2026-09-17T07:31:44.233755
1605,Nhà 3 Rưỡi - Mặt Tiền Hải Châu Gần Đống Đa ( SỤP ),5500000000,110.0,50 m²,"Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.08619,108.21645,Nhà ở,,6,,5,,,,,[],7,hưng thịnh,,5.0,2026-09-02 10:54:17,https://nha.chotot.com/tin/178518870,2026-09-17T07:31:44.233998
1606,"[GIÁ RẺ] NHÀ NGUYÊN CĂN 1 TRỆT 1 LẦU GẦN EMART, CHỢ TÂN SƠN",8000000,0.14285715,56 m²,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Tp Hồ Chí Minh,10.832696,106.63855,Nhà ở,,2,2,1,,,,,[],8,THÀNH ĐẠT CHUYÊN CHO THUÊ PHÒNG TRỌ CHDV GIÁ TỐT,,,2026-09-17 14:30:48,https://nha.chotot.com/tin/178839377,2026-09-17T07:31:44.234166
1607,"Cho thuê giá tốt 3PN view sông, nội thất xịn, Vinhomes Central Park",35000000,0.3043478,115 m²,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.79387,106.72032,Căn hộ/Chung cư,1.0,3,2,,,1.0,6.0,,[],12,Huyền Nguyễn,,,2026-09-02 15:25:06,https://nha.chotot.com/tin/178523171,2026-09-17T07:31:44.234325
1608,Giá Thuê : 9tr/1 tháng Cho Thuê Nhà Đường Bùi Quang Là P12 Q. gò Vấp -,9000000,0.140625,64 m²,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Tp Hồ Chí Minh,10.835113,106.6396,Nhà ở,,2,2,,Tây,,,1.0,[],6,Quang Huy,,5.0,2026-09-07 10:48:48,https://nha.chotot.com/tin/178617090,2026-09-17T07:31:44.234487
1609,"BÁN GẤP NHÀ KQH HOÀNG DIỆU PHƯỜNG CAM LY ĐÀ LẠT CHỈ 5,4 TỶ",5400000000,120.0,45 m²,"Phường 5, Thành phố Đà Lạt, Lâm Đồng",Thành phố Đà Lạt,Lâm Đồng,11.942885,108.427925,Nhà ở,,3,2,3,Tây Bắc,3.0,,,[],4,Tô Hoàng Phương Trinh,,,2026-09-15 15:32:14,https://nha.chotot.com/tin/178796817,2026-09-17T07:31:44.234672
1610,KHAI TRƯƠNG PHÒNG TRỌ SINH VIÊN GIÁ RẺ NGAY ĐH CÔNG THƯƠNG TÂN PHÚ,3500000,0.14,25 m²,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.801903,106.625885,Phòng trọ,,,,,,,,3500000.0,[],5,Kiều Oanh NeWay Home ,,5.0,2026-09-17 14:30:15,https://nha.chotot.com/tin/178453357,2026-09-17T07:31:44.234847
1611,"HIẾM!!!! - Hẻm Sư Vạn Hạnh, P12, Q.10 - 5x20m, 4 Tầng, 400m2",38000000,0.38,100 m²,"Phường 12, Quận 10, Tp Hồ Chí Minh",Quận 10,Tp Hồ Chí Minh,10.775027,106.667755,Đất,,,,4,,,,,[],9,Ngô Thanh Hùng,,,2026-09-17 14:30:13,https://nha.chotot.com/tin/178839362,2026-09-17T07:31:44.235047
1612,Bán Đất Lô Góc Võ Văn Vân giá cực tốt,4190000000,37.410713,112 m²,"Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Tp Hồ Chí Minh,10.773623,106.57547,Văn phòng/Mặt bằng,,,,,,,1.0,,[],6,Thanh Hưng,,3.4,2026-09-09 18:08:26,https://nha.chotot.com/tin/178674907,2026-09-17T07:31:44.235221
1613,"BCONS ARIA TRẢ TRƯỚC CHỈ 5% CHIẾT KHẤU 8,5% HỖ TRỢ LS 6,9% TRONG 4 NĂM",2600000000,49.056602,53 m²,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Thành phố Dĩ An,Bình Dương,10.89115,106.8022,Căn hộ/Chung cư,1.0,2,2,37,Tây,3.0,4.0,,[],12,Huy Hoàng Bcons ,,,2026-08-25 09:52:10,https://nha.chotot.com/tin/178364490,2026-09-17T07:31:44.235392
1614,"CHO THUÊ CĂN HỘ MỚI 2 PHÒNG NGỦ, DIỆN TÍCH 60M² ",13500000,0.20769231,65 m²,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Đà Nẵng,16.023426,108.2459,Căn hộ/Chung cư,2.0,2,,,,2.0,,,[],4,VANA,,,2026-09-17 14:30:06,https://nha.chotot.com/tin/178838887,2026-09-17T07:31:44.235576
1615,Bán căn Hưng Phát Silver Star - sát vách sunrise reverside - 4.6ty,4350000000,41.037735,106 m²,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,Căn hộ/Chung cư,1.0,3,,,Tây Nam,2.0,6.0,,[],9,Vân,,4.8,2026-09-03 11:16:19,https://nha.chotot.com/tin/177025273,2026-09-17T07:31:44.235761
1616,Nhà mới DT:4x9m 2 Tầng 2pn 2wc hẻm 1942 Huỳnh Tấn Phát,1960000000,61.25,32 m²,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Tp Hồ Chí Minh,10.698072,106.738914,Nhà ở,,2,,2,,,,,[],11,Nam Phú Gia,,,2026-09-06 06:52:42,https://nha.chotot.com/tin/178593726,2026-09-17T07:31:44.236000
1617,Cho thuê CC Garden gate 40m2 Offictel 1WC giá cực tốt chỉ 11tr/th ,11000000,0.31428573,35 m²,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.80964,106.67425,Căn hộ/Chung cư,1.0,1,1,,,,,,[],3,Nguyễn Hoàng Toàn,,,2026-09-15 10:14:56,https://nha.chotot.com/tin/178787965,2026-09-17T07:31:44.236164
1618,🏡Khai Trương Ký túc xá ngay ngã tư Hàng xanh đầy đủ tiện nghi 🎉KTX,1700000,0.04857143,35 m²,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.802271,106.71938,Phòng trọ,,,,,,,,1700000.0,[],4,LQ Vinhomes,,,2026-08-24 10:56:00,https://nha.chotot.com/tin/163698886,2026-09-17T07:31:44.236333
1619,Nhà Lầu 4 Tầng Hẻm Oto Xây Mới 100% Âu Dương Lân P2 Q8,8600000000,204.7619,42 m²,"Phường 2, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.742134,106.685104,Nhà ở,,4,3,4,,2.0,1.0,,[],8,Phạm Quốc Thắng,,,2026-09-17 14:29:58,https://nha.chotot.com/tin/178839361,2026-09-17T07:31:44.236491
1620,Lô đất 2500m thổ cư mặt tiền Hồ khu Biệt thự nghỉ dưỡng,4000000000,1.6891892,2368 m²,"Xã Đinh Lạc, Huyện Di Linh, Lâm Đồng",Huyện Di Linh,Lâm Đồng,11.63063,108.13101,Văn phòng/Mặt bằng,,,,,,,1.0,,[],4,Nguyễn Anh Sang,,4.1,2026-09-17 14:29:58,https://nha.chotot.com/tin/178141305,2026-09-17T07:31:44.236668
1621,🥳🥳Một Căn Hộ Vừa Đẹp- Vừa Tiện Nghi - Vừa Có Không Gian Sống Thoángãng,12000000,0.4,30 m²,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.806585,106.72578,Căn hộ/Chung cư,2.0,1,,,,,,12000000.0,[],10,Hồng Loan HIFRIENDZ,,,2026-09-17 14:31:31,https://nha.chotot.com/tin/178373155,2026-09-17T07:31:45.248689
1622,"🌧️🫧🏡 CĂN HỘ HIỆN ĐẠI – GỌN GÀNG, ẤM ÁP, ĐỦ ĐẦY TIỆN NGHI ✨😅🥹",7000000,0.23333333,30 m²,"Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.794329,106.742546,Căn hộ/Chung cư,2.0,1,,,,,,7000000.0,[],7,Hồng Loan HIFRIENDZ,,,2026-09-17 14:31:18,https://nha.chotot.com/tin/178372865,2026-09-17T07:31:45.248988
1623,Gia đình có việc cần chuyển nhượng căn hộ gần Depot Tham Lương 2PN,3500000000,57.37705,61 m²,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.82442,106.62025,Căn hộ/Chung cư,1.0,2,1,,,3.0,6.0,,[],5,Đơn Phương,,,2026-09-10 10:12:16,https://nha.chotot.com/tin/178684712,2026-09-17T07:31:45.249182
1624,"Cho thuê giá tốt 3PN view sông, nội thất xịn, Vinhomes Central Park",35000000,0.3043478,115 m²,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.79387,106.72032,Căn hộ/Chung cư,1.0,3,2,,,1.0,6.0,,[],12,Huyền Nguyễn,,,2026-09-02 15:25:06,https://nha.chotot.com/tin/178523171,2026-09-17T07:31:45.249390
1625,"BCONS ARIA TRẢ TRƯỚC CHỈ 5% CHIẾT KHẤU 8,5% HỖ TRỢ LS 6,9% TRONG 4 NĂM",2600000000,49.056602,53 m²,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Thành phố Dĩ An,Bình Dương,10.89115,106.8022,Căn hộ/Chung cư,1.0,2,2,37,Tây,3.0,4.0,,[],12,Huy Hoàng Bcons ,,,2026-08-25 09:52:10,https://nha.chotot.com/tin/178364490,2026-09-17T07:31:45.249653
1626,"CHO THUÊ CĂN HỘ MỚI 2 PHÒNG NGỦ, DIỆN TÍCH 60M² ",13500000,0.20769231,65 m²,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Đà Nẵng,16.023426,108.2459,Căn hộ/Chung cư,2.0,2,,,,2.0,,,[],4,VANA,,,2026-09-17 14:30:06,https://nha.chotot.com/tin/178838887,2026-09-17T07:31:45.249843
1627,Bán căn Hưng Phát Silver Star - sát vách sunrise reverside - 4.6ty,4350000000,41.037735,106 m²,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,Căn hộ/Chung cư,1.0,3,,,Tây Nam,2.0,6.0,,[],9,Vân,,4.8,2026-09-03 11:16:19,https://nha.chotot.com/tin/177025273,2026-09-17T07:31:45.250021
